Date,Home,Score,Away,Result,W,D,L,Pts,Poss,Gls,Ast,CrdY,CrdR,GlsPer90,AstPer90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,GA,GA90,SoTA,Saves,Save%,CS,CS%,Cmp%,KP,1/3,Prog,SCA,SCA90,PassLiveSCA,DribSCA,ShSCA,DefSCA,GCA,GCA90,PassLiveGCA,DribGCA,ShGCA,DefGCA,TklW,Blocks,Int,Err,Live,Miscon
2020-06-19,Tottenham,1 - 1,Manchester Utd,D,-2.000000,-1.000000,3.000000,-7.000000,-4.000000,-9.000000,-4.000000,11.000000,3.000000,-0.240000,-0.100000,-89.000000,-45.000000,-2.600000,-2.340000,-1.180000,0.020000,0.060000,11.000000,0.290000,47.000000,38.000000,0.020000,-5.000000,-13.100000,-2.700000,-74.000000,-220.000000,-219.000000,-196.000000,-5.160000,-171.000000,-2.000000,4.000000,6.000000,-15.000000,-0.400000,-21.000000,4.000000,11.000000,0.000000,86.000000,28.000000,-41.000000,4.000000,-1308.000000,-41.000000
2020-06-20,Watford,1 - 1,Leicester City,D,-10.000000,2.000000,8.000000,-28.000000,-15.100000,-30.000000,-27.000000,37.000000,0.000000,-0.790000,-0.710000,-123.000000,-67.000000,-6.200000,-3.240000,-1.760000,-0.040000,-0.080000,23.000000,0.600000,40.000000,14.000000,-0.075000,-4.000000,-10.500000,-9.200000,-111.000000,-349.000000,-350.000000,-235.000000,-6.190000,-180.000000,-22.000000,-5.000000,7.000000,-61.000000,-1.610000,-57.000000,-5.000000,2.000000,1.000000,-49.000000,23.000000,2.000000,-1.000000,-5851.000000,-21.000000
2020-06-20,Brighton,2 - 1,Arsenal,W,-5.000000,0.000000,5.000000,-15.000000,-1.800000,-21.000000,-11.000000,-29.000000,-3.000000,-0.550000,-0.290000,55.000000,-7.000000,-5.900000,1.450000,-0.180000,-0.060000,-0.120000,6.000000,0.160000,-25.000000,-29.000000,-0.100000,-1.000000,-2.600000,-2.300000,42.000000,-30.000000,61.000000,76.000000,2.000000,76.000000,-8.000000,-1.000000,-3.000000,-22.000000,-0.580000,-18.000000,1.000000,-7.000000,-7.000000,36.000000,17.000000,55.000000,2.000000,-65.000000,26.000000
2020-06-20,West Ham,0 - 2,Wolves,L,-5.000000,-5.000000,10.000000,-20.000000,-4.300000,0.000000,2.000000,3.000000,-1.000000,0.000000,0.060000,-39.000000,15.000000,6.600000,-1.030000,0.390000,0.010000,-0.030000,22.000000,0.580000,58.000000,44.000000,0.005000,-6.000000,-15.800000,-3.500000,-9.000000,-43.000000,942.000000,-46.000000,-1.220000,-6.000000,-30.000000,-4.000000,-13.000000,-5.000000,-0.130000,6.000000,-2.000000,-2.000000,-5.000000,47.000000,25.000000,28.000000,10.000000,-1617.000000,-46.000000
2020-06-20,Bournemouth,0 - 2,Crystal Palace,L,-2.000000,-3.000000,5.000000,-9.000000,-0.700000,9.000000,4.000000,16.000000,1.000000,0.240000,0.100000,12.000000,0.000000,-1.000000,0.320000,0.000000,0.020000,0.070000,15.000000,0.390000,13.000000,2.000000,-0.034000,-5.000000,-13.100000,-1.400000,14.000000,39.000000,29.000000,35.000000,0.920000,51.000000,-19.000000,8.000000,-5.000000,5.000000,0.130000,-3.000000,0.000000,8.000000,0.000000,-81.000000,28.000000,11.000000,1.000000,18.000000,12.000000
2020-06-21,Newcastle Utd,3 - 0,Sheffield Utd,W,-3.000000,-1.000000,4.000000,-10.000000,-4.500000,2.000000,4.000000,3.000000,1.000000,0.050000,0.100000,44.000000,18.000000,1.100000,1.160000,0.470000,0.000000,-0.020000,19.000000,0.500000,49.000000,31.000000,-0.025000,-2.000000,-5.300000,0.400000,27.000000,-233.000000,-305.000000,43.000000,1.130000,15.000000,11.000000,2.000000,5.000000,2.000000,0.060000,-2.000000,-2.000000,0.000000,3.000000,1.000000,20.000000,33.000000,-1.000000,-2017.000000,35.000000
2020-06-21,Aston Villa,1 - 2,Chelsea,L,-11.000000,2.000000,9.000000,-31.000000,-16.800000,-29.000000,-14.000000,10.000000,1.000000,-0.770000,-0.370000,-166.000000,-64.000000,-1.700000,-4.370000,-1.690000,-0.010000,-0.030000,13.000000,0.340000,60.000000,48.000000,0.098000,-2.000000,-5.300000,-9.100000,-92.000000,-591.000000,-486.000000,-228.000000,-6.000000,-190.000000,-17.000000,-19.000000,3.000000,-41.000000,-1.070000,-30.000000,-3.000000,-4.000000,0.000000,-61.000000,149.000000,-14.000000,20.000000,-9481.000000,-66.000000
2020-06-21,Everton,0 - 0,Liverpool,D,-19.000000,7.000000,12.000000,-50.000000,-14.200000,-41.000000,-37.000000,38.000000,2.000000,-1.070000,-0.980000,-120.000000,-67.000000,-4.600000,-3.150000,-1.760000,-0.040000,-0.090000,23.000000,0.600000,38.000000,20.000000,-0.067000,-6.000000,-15.800000,-6.100000,-120.000000,-701.000000,-557.000000,-209.000000,-5.500000,-217.000000,-27.000000,17.000000,3.000000,-74.000000,-1.940000,-52.000000,-9.000000,0.000000,-1.000000,48.000000,107.000000,33.000000,0.000000,-7519.000000,14.000000
2020-06-22,Manchester City,5 - 0,Burnley,W,11.000000,-6.000000,-5.000000,27.000000,25.500000,59.000000,39.000000,-3.000000,4.000000,1.550000,1.030000,346.000000,122.000000,1.400000,9.100000,3.210000,0.030000,0.070000,-15.000000,-0.400000,-52.000000,-39.000000,-0.010000,2.000000,5.200000,17.900000,295.000000,1138.000000,1191.000000,659.000000,17.340000,547.000000,68.000000,26.000000,3.000000,102.000000,2.680000,73.000000,11.000000,7.000000,2.000000,25.000000,-268.000000,-25.000000,14.000000,13120.000000,-74.000000
2020-06-23,Leicester City,0 - 0,Brighton,D,9.000000,-6.000000,-3.000000,21.000000,5.400000,30.000000,24.000000,-16.000000,1.000000,0.790000,0.630000,77.000000,44.000000,4.000000,2.030000,1.150000,0.040000,0.080000,-13.000000,-0.340000,-38.000000,-19.000000,0.055000,4.000000,10.500000,1.600000,71.000000,146.000000,35.000000,169.000000,4.450000,113.000000,22.000000,5.000000,3.000000,50.000000,1.320000,48.000000,2.000000,0.000000,3.000000,69.000000,-30.000000,10.000000,-3.000000,1706.000000,-6.000000
2020-06-23,Tottenham,2 - 0,West Ham,W,6.000000,2.000000,-8.000000,20.000000,8.200000,7.000000,3.000000,20.000000,2.000000,0.180000,0.080000,25.000000,-2.000000,-2.600000,0.660000,-0.050000,0.010000,0.050000,-15.000000,-0.390000,-6.000000,6.000000,0.076000,1.000000,2.700000,5.100000,9.000000,170.000000,231.000000,50.000000,1.320000,59.000000,14.000000,3.000000,9.000000,7.000000,0.180000,1.000000,6.000000,6.000000,2.000000,-25.000000,27.000000,-32.000000,0.000000,3553.000000,11.000000
2020-06-24,Manchester Utd,3 - 0,Sheffield Utd,W,4.000000,0.000000,-4.000000,12.000000,13.100000,29.000000,18.000000,10.000000,-2.000000,0.760000,0.470000,175.000000,91.000000,7.000000,4.600000,2.390000,0.000000,-0.040000,-3.000000,-0.080000,-16.000000,-11.000000,0.006000,0.000000,0.000000,9.400000,135.000000,367.000000,441.000000,354.000000,9.320000,299.000000,22.000000,-1.000000,3.000000,45.000000,1.190000,34.000000,3.000000,-5.000000,2.000000,-33.000000,14.000000,40.000000,-5.000000,4864.000000,33.000000
2020-06-24,Newcastle Utd,1 - 1,Aston Villa,D,2.000000,3.000000,-5.000000,9.000000,-5.300000,-2.000000,-3.000000,-4.000000,2.000000,-0.050000,-0.080000,-56.000000,-19.000000,-0.200000,-1.470000,-0.500000,0.010000,0.030000,-9.000000,-0.230000,15.000000,21.000000,0.059000,4.000000,10.500000,-1.200000,-68.000000,-129.000000,-280.000000,-167.000000,-4.400000,-132.000000,9.000000,3.000000,-3.000000,-8.000000,-0.210000,-6.000000,-2.000000,2.000000,1.000000,5.000000,-87.000000,39.000000,-18.000000,-903.000000,44.000000
2020-06-24,Norwich City,0 - 1,Everton,L,-8.000000,-4.000000,12.000000,-28.000000,0.100000,-17.000000,-14.000000,-8.000000,0.000000,-0.450000,-0.370000,-56.000000,-31.000000,-3.000000,-1.480000,-0.820000,-0.030000,-0.070000,19.000000,0.500000,56.000000,34.000000,0.013000,-4.000000,-10.500000,2.800000,-17.000000,-152.000000,-262.000000,-54.000000,-1.420000,10.000000,2.000000,-17.000000,-5.000000,-27.000000,-0.710000,-16.000000,-2.000000,-6.000000,2.000000,11.000000,125.000000,-9.000000,6.000000,1229.000000,-12.000000
2020-06-24,Wolves,1 - 0,Bournemouth,W,6.000000,7.000000,-13.000000,25.000000,4.500000,11.000000,10.000000,-17.000000,-1.000000,0.290000,0.260000,69.000000,26.000000,1.100000,1.810000,0.690000,0.010000,0.030000,-25.000000,-0.660000,-62.000000,-42.000000,0.005000,8.000000,21.000000,3.800000,60.000000,115.000000,-961.000000,138.000000,3.640000,84.000000,38.000000,2.000000,14.000000,28.000000,0.740000,16.000000,3.000000,-2.000000,5.000000,74.000000,-95.000000,-25.000000,-13.000000,1758.000000,-76.000000
2020-06-24,Liverpool,4 - 0,Crystal Palace,W,21.000000,-7.000000,-14.000000,56.000000,18.900000,54.000000,49.000000,-24.000000,-1.000000,1.420000,1.290000,213.000000,106.000000,6.700000,5.600000,2.790000,0.060000,0.130000,-17.000000,-0.450000,-62.000000,-45.000000,-0.003000,5.000000,13.200000,7.000000,183.000000,873.000000,776.000000,381.000000,10.030000,332.000000,22.000000,15.000000,6.000000,86.000000,2.260000,60.000000,9.000000,6.000000,2.000000,-55.000000,-194.000000,-31.000000,-3.000000,8665.000000,-32.000000
2020-06-25,Southampton,0 - 2,Arsenal,L,1.000000,-7.000000,6.000000,-4.000000,-4.700000,-5.000000,-3.000000,-33.000000,-1.000000,-0.130000,-0.080000,96.000000,25.000000,-1.900000,2.530000,0.660000,-0.030000,-0.080000,12.000000,0.320000,-26.000000,-36.000000,-0.133000,-1.000000,-2.600000,-8.700000,48.000000,-140.000000,-122.000000,113.000000,2.980000,60.000000,12.000000,3.000000,11.000000,-15.000000,-0.390000,-19.000000,6.000000,-1.000000,-5.000000,110.000000,80.000000,51.000000,6.000000,-2293.000000,66.000000
2020-06-25,Burnley,1 - 0,Watford,W,7.000000,-1.000000,-6.000000,20.000000,-1.100000,6.000000,9.000000,-13.000000,-3.000000,0.160000,0.240000,-26.000000,10.000000,4.500000,-0.680000,0.260000,0.030000,0.060000,-14.000000,-0.360000,-7.000000,3.000000,0.048000,6.000000,15.800000,-2.900000,-24.000000,-110.000000,-172.000000,-72.000000,-1.890000,-53.000000,-16.000000,1.000000,-10.000000,13.000000,0.350000,13.000000,1.000000,1.000000,-1.000000,-89.000000,88.000000,-59.000000,-7.000000,-1295.000000,-41.000000
2020-06-25,Chelsea,2 - 1,Manchester City,W,-6.000000,3.000000,3.000000,-15.000000,-6.200000,-31.000000,-23.000000,-4.000000,-4.000000,-0.810000,-0.610000,-111.000000,-36.000000,0.200000,-2.920000,-0.940000,-0.030000,-0.080000,19.000000,0.500000,8.000000,-8.000000,-0.153000,-8.000000,-21.000000,-3.500000,-105.000000,-434.000000,-485.000000,-238.000000,-6.260000,-200.000000,-41.000000,-16.000000,-4.000000,-58.000000,-1.530000,-40.000000,-6.000000,-4.000000,-4.000000,84.000000,132.000000,41.000000,-10.000000,-2622.000000,143.000000
2020-06-27,Aston Villa,0 - 1,Wolves,L,-6.000000,-6.000000,12.000000,-24.000000,-4.400000,-9.000000,-2.000000,9.000000,-1.000000,-0.240000,-0.050000,0.000000,4.000000,0.900000,0.000000,0.100000,-0.010000,-0.050000,27.000000,0.710000,55.000000,33.000000,-0.029000,-6.000000,-15.800000,-3.500000,34.000000,-124.000000,926.000000,56.000000,1.470000,72.000000,-34.000000,-5.000000,-5.000000,-18.000000,-0.470000,-2.000000,-3.000000,-4.000000,-3.000000,-35.000000,117.000000,-9.000000,28.000000,-2734.000000,-36.000000
2020-06-28,Watford,1 - 3,Southampton,L,-7.000000,3.000000,4.000000,-18.000000,-6.800000,-16.000000,-11.000000,25.000000,-1.000000,-0.420000,-0.290000,-87.000000,-55.000000,-6.200000,-2.290000,-1.450000,-0.030000,-0.040000,4.000000,0.100000,3.000000,2.000000,0.013000,0.000000,0.000000,-1.200000,-46.000000,-93.000000,-132.000000,-103.000000,-2.720000,-51.000000,-20.000000,-4.000000,-4.000000,-18.000000,-0.480000,-8.000000,-8.000000,-4.000000,2.000000,-54.000000,-70.000000,16.000000,-8.000000,-1917.000000,-67.000000
2020-06-29,Crystal Palace,0 - 1,Burnley,L,-4.000000,1.000000,3.000000,-11.000000,3.100000,-12.000000,-10.000000,-5.000000,2.000000,-0.320000,-0.260000,-12.000000,-8.000000,-1.100000,-0.320000,-0.210000,-0.030000,-0.090000,0.000000,0.000000,10.000000,8.000000,-0.007000,-5.000000,-13.200000,6.400000,-10.000000,83.000000,226.000000,-36.000000,-0.950000,-50.000000,25.000000,-14.000000,-2.000000,-12.000000,-0.320000,-8.000000,2.000000,-3.000000,-4.000000,90.000000,-37.000000,25.000000,8.000000,1975.000000,103.000000
2020-06-30,Brighton,0 - 3,Manchester Utd,L,-9.000000,2.000000,7.000000,-25.000000,-4.000000,-30.000000,-19.000000,-14.000000,2.000000,-0.790000,-0.500000,-72.000000,-63.000000,-7.900000,-1.890000,-1.650000,-0.030000,-0.030000,18.000000,0.470000,39.000000,22.000000,-0.053000,-4.000000,-10.500000,-2.600000,-74.000000,-271.000000,-199.000000,-199.000000,-5.240000,-189.000000,-14.000000,8.000000,3.000000,-40.000000,-1.060000,-37.000000,-3.000000,1.000000,-1.000000,50.000000,-1.000000,-1.000000,9.000000,-1555.000000,23.000000
2020-07-01,Everton,2 - 1,Leicester City,W,-5.000000,2.000000,3.000000,-13.000000,-8.400000,-23.000000,-16.000000,33.000000,0.000000,-0.600000,-0.420000,-68.000000,-26.000000,-0.700000,-1.790000,-0.680000,-0.020000,-0.070000,15.000000,0.390000,19.000000,0.000000,-0.104000,-4.000000,-10.500000,-4.800000,-82.000000,-204.000000,-77.000000,-171.000000,-4.500000,-168.000000,-18.000000,14.000000,4.000000,-48.000000,-1.260000,-44.000000,-2.000000,6.000000,-3.000000,-55.000000,-13.000000,-30.000000,-3.000000,-4025.000000,23.000000
2020-07-01,Bournemouth,1 - 4,Newcastle Utd,L,-2.000000,-4.000000,6.000000,-10.000000,5.200000,0.000000,-5.000000,12.000000,0.000000,0.000000,-0.130000,-13.000000,-11.000000,-1.800000,-0.340000,-0.290000,-0.010000,-0.010000,7.000000,0.180000,-8.000000,-12.000000,-0.035000,-6.000000,-15.700000,0.900000,-26.000000,138.000000,315.000000,-27.000000,-0.710000,-24.000000,-13.000000,0.000000,-6.000000,-2.000000,-0.060000,-8.000000,2.000000,4.000000,-3.000000,-44.000000,65.000000,-5.000000,3.000000,1879.000000,68.000000
2020-07-01,Arsenal,4 - 0,Norwich City,W,9.000000,8.000000,-17.000000,35.000000,4.700000,31.000000,17.000000,20.000000,2.000000,0.810000,0.450000,-8.000000,20.000000,5.600000,-0.210000,0.530000,0.070000,0.180000,-27.000000,-0.710000,-12.000000,14.000000,0.136000,5.000000,13.100000,2.700000,-14.000000,240.000000,243.000000,-20.000000,-0.530000,-31.000000,2.000000,-1.000000,1.000000,47.000000,1.230000,30.000000,1.000000,7.000000,5.000000,-61.000000,-99.000000,-26.000000,-2.000000,1155.000000,-31.000000
2020-07-01,West Ham,3 - 2,Chelsea,W,-10.000000,3.000000,7.000000,-27.000000,-16.700000,-20.000000,-10.000000,4.000000,1.000000,-0.530000,-0.260000,-205.000000,-53.000000,4.000000,-5.400000,-1.400000,0.010000,-0.010000,8.000000,0.210000,63.000000,59.000000,0.132000,-2.000000,-5.300000,-9.100000,-135.000000,-510.000000,-470.000000,-330.000000,-8.690000,-268.000000,-13.000000,-18.000000,-5.000000,-28.000000,-0.730000,-22.000000,-2.000000,-2.000000,-2.000000,21.000000,57.000000,23.000000,2.000000,-8364.000000,-76.000000
2020-07-02,Sheffield Utd,3 - 1,Tottenham,W,-2.000000,1.000000,1.000000,-5.000000,-9.100000,-20.000000,-14.000000,-21.000000,-1.000000,-0.520000,-0.370000,-86.000000,-46.000000,-4.400000,-2.260000,-1.210000,-0.020000,-0.020000,-8.000000,-0.210000,-31.000000,-27.000000,-0.026000,5.000000,13.100000,-6.700000,-61.000000,-147.000000,-222.000000,-158.000000,-4.160000,-128.000000,-20.000000,-3.000000,-9.000000,-30.000000,-0.790000,-13.000000,-7.000000,-6.000000,-2.000000,-53.000000,-42.000000,1.000000,1.000000,-3556.000000,8.000000
2020-07-02,Manchester City,4 - 0,Liverpool,W,-6.000000,0.000000,6.000000,-18.000000,3.500000,17.000000,0.000000,26.000000,3.000000,0.450000,0.000000,145.000000,24.000000,-4.200000,3.820000,0.630000,0.000000,0.030000,2.000000,0.050000,0.000000,-2.000000,0.000000,2.000000,5.200000,4.500000,122.000000,182.000000,189.000000,314.000000,8.260000,265.000000,21.000000,25.000000,-1.000000,28.000000,0.740000,21.000000,0.000000,4.000000,4.000000,-10.000000,-37.000000,-19.000000,9.000000,2480.000000,-145.000000
2020-07-04,Norwich City,0 - 1,Brighton,L,-4.000000,-8.000000,12.000000,-20.000000,-2.900000,-10.000000,-6.000000,9.000000,1.000000,-0.260000,-0.160000,-47.000000,-13.000000,0.300000,-1.240000,-0.350000,-0.010000,-0.060000,21.000000,0.550000,37.000000,15.000000,-0.036000,-4.000000,-10.500000,-0.400000,-28.000000,-210.000000,-304.000000,-56.000000,-1.470000,-45.000000,6.000000,2.000000,2.000000,-25.000000,-0.650000,-12.000000,-2.000000,0.000000,2.000000,25.000000,82.000000,-29.000000,0.000000,-1090.000000,5.000000
2020-07-04,Leicester City,3 - 0,Crystal Palace,W,7.000000,-2.000000,-5.000000,19.000000,13.100000,36.000000,28.000000,-19.000000,1.000000,0.950000,0.730000,161.000000,65.000000,2.800000,4.240000,1.710000,0.040000,0.110000,-9.000000,-0.240000,-43.000000,-25.000000,0.034000,3.000000,7.900000,5.700000,145.000000,376.000000,296.000000,343.000000,9.030000,283.000000,13.000000,18.000000,5.000000,60.000000,1.580000,52.000000,2.000000,0.000000,4.000000,48.000000,-74.000000,32.000000,0.000000,5171.000000,-41.000000
2020-07-04,Manchester Utd,5 - 2,Bournemouth,W,9.000000,5.000000,-14.000000,32.000000,12.400000,27.000000,19.000000,-5.000000,-3.000000,0.710000,0.500000,144.000000,84.000000,7.700000,3.780000,2.210000,0.010000,-0.010000,-29.000000,-0.760000,-57.000000,-30.000000,0.066000,8.000000,21.000000,8.100000,134.000000,462.000000,431.000000,338.000000,8.900000,308.000000,24.000000,-3.000000,4.000000,45.000000,1.190000,44.000000,3.000000,-9.000000,2.000000,10.000000,-71.000000,12.000000,-7.000000,5002.000000,-70.000000
2020-07-04,Wolves,0 - 2,Arsenal,L,1.000000,0.000000,-1.000000,3.000000,-5.700000,-7.000000,-1.000000,-27.000000,-3.000000,-0.180000,-0.030000,52.000000,-2.000000,-4.600000,1.370000,-0.050000,-0.030000,-0.050000,-8.000000,-0.210000,-69.000000,-63.000000,-0.108000,3.000000,7.900000,-4.000000,42.000000,-106.000000,-1132.000000,75.000000,1.980000,41.000000,20.000000,-4.000000,4.000000,1.000000,0.030000,-9.000000,4.000000,-1.000000,-3.000000,50.000000,-6.000000,19.000000,-13.000000,-1754.000000,-3.000000
2020-07-04,Chelsea,3 - 0,Watford,W,12.000000,-4.000000,-8.000000,32.000000,18.200000,34.000000,25.000000,-20.000000,-3.000000,0.900000,0.660000,209.000000,96.000000,6.100000,5.500000,2.530000,0.030000,0.050000,-10.000000,-0.260000,-51.000000,-44.000000,-0.115000,0.000000,0.000000,11.500000,166.000000,594.000000,534.000000,349.000000,9.190000,294.000000,11.000000,11.000000,-11.000000,57.000000,1.500000,46.000000,6.000000,4.000000,-3.000000,20.000000,-48.000000,-43.000000,-3.000000,9203.000000,28.000000
2020-07-05,Burnley,1 - 1,Sheffield Utd,D,1.000000,-3.000000,2.000000,0.000000,-1.700000,5.000000,5.000000,4.000000,-2.000000,0.130000,0.130000,31.000000,15.000000,1.400000,0.820000,0.390000,0.000000,-0.010000,11.000000,0.290000,18.000000,9.000000,-0.019000,2.000000,5.300000,-3.700000,-3.000000,-217.000000,-245.000000,17.000000,0.450000,-10.000000,-8.000000,8.000000,6.000000,7.000000,0.190000,1.000000,-2.000000,-1.000000,4.000000,-52.000000,94.000000,-8.000000,-7.000000,-2131.000000,-12.000000
2020-07-05,Newcastle Utd,2 - 2,West Ham,D,1.000000,2.000000,-3.000000,5.000000,-5.400000,-11.000000,-7.000000,2.000000,2.000000,-0.290000,-0.190000,-17.000000,-30.000000,-5.900000,-0.440000,-0.790000,-0.010000,0.010000,-4.000000,-0.100000,12.000000,10.000000,0.025000,4.000000,10.500000,-1.200000,-25.000000,-210.000000,-296.000000,-65.000000,-1.710000,-54.000000,5.000000,2.000000,5.000000,-21.000000,-0.550000,-14.000000,-3.000000,0.000000,3.000000,-77.000000,5.000000,2.000000,0.000000,-2020.000000,54.000000
2020-07-05,Liverpool,2 - 0,Aston Villa,W,23.000000,-5.000000,-18.000000,64.000000,19.500000,43.000000,37.000000,-32.000000,0.000000,1.130000,0.980000,132.000000,76.000000,5.700000,3.470000,2.000000,0.040000,0.080000,-34.000000,-0.890000,-68.000000,-38.000000,0.055000,8.000000,21.100000,8.100000,75.000000,843.000000,782.000000,152.000000,4.000000,125.000000,37.000000,10.000000,2.000000,71.000000,1.860000,49.000000,9.000000,4.000000,0.000000,-13.000000,-244.000000,-8.000000,-19.000000,9623.000000,68.000000
2020-07-05,Southampton,1 - 0,Manchester City,W,-11.000000,4.000000,7.000000,-29.000000,-17.600000,-49.000000,-37.000000,-9.000000,0.000000,-1.290000,-0.980000,-233.000000,-77.000000,0.300000,-6.130000,-2.020000,-0.030000,-0.090000,25.000000,0.660000,56.000000,34.000000,-0.051000,-8.000000,-21.000000,-13.800000,-225.000000,-935.000000,-887.000000,-484.000000,-12.730000,-443.000000,-32.000000,-23.000000,11.000000,-97.000000,-2.550000,-78.000000,-4.000000,-4.000000,-3.000000,118.000000,250.000000,68.000000,1.000000,-9908.000000,182.000000
2020-07-06,Tottenham,1 - 0,Everton,W,3.000000,1.000000,-4.000000,10.000000,3.000000,14.000000,7.000000,8.000000,0.000000,0.360000,0.190000,-26.000000,0.000000,2.000000,-0.690000,0.000000,0.030000,0.080000,-9.000000,-0.230000,27.000000,35.000000,0.122000,-1.000000,-2.600000,3.100000,11.000000,109.000000,22.000000,5.000000,0.130000,73.000000,8.000000,-23.000000,-4.000000,23.000000,0.600000,12.000000,7.000000,4.000000,1.000000,22.000000,72.000000,-20.000000,1.000000,2566.000000,-81.000000
2020-07-07,Watford,2 - 1,Norwich City,W,3.000000,4.000000,-7.000000,13.000000,-6.800000,10.000000,3.000000,12.000000,0.000000,0.260000,0.080000,1.000000,-10.000000,-2.500000,0.030000,-0.260000,0.010000,0.060000,-11.000000,-0.290000,-35.000000,-20.000000,0.016000,4.000000,10.500000,-7.200000,-12.000000,7.000000,-11.000000,-10.000000,-0.270000,-22.000000,-6.000000,-2.000000,8.000000,14.000000,0.360000,3.000000,-1.000000,2.000000,2.000000,-5.000000,-89.000000,41.000000,-4.000000,-3055.000000,-32.000000
2020-07-07,Crystal Palace,2 - 3,Chelsea,L,-9.000000,4.000000,5.000000,-23.000000,-16.200000,-40.000000,-26.000000,2.000000,2.000000,-1.060000,-0.680000,-247.000000,-94.000000,-2.700000,-6.500000,-2.480000,-0.030000,-0.080000,-4.000000,-0.100000,54.000000,55.000000,0.156000,1.000000,2.600000,-8.000000,-200.000000,-621.000000,-480.000000,-457.000000,-12.030000,-397.000000,-2.000000,-24.000000,-1.000000,-56.000000,-1.470000,-41.000000,-3.000000,-6.000000,-2.000000,-19.000000,99.000000,9.000000,4.000000,-8523.000000,34.000000
2020-07-07,Arsenal,1 - 1,Leicester City,D,-4.000000,6.000000,-2.000000,-6.000000,-3.600000,-9.000000,-13.000000,45.000000,2.000000,-0.240000,-0.340000,-132.000000,-37.000000,1.900000,-3.480000,-0.970000,0.020000,0.040000,7.000000,0.180000,63.000000,48.000000,0.045000,-3.000000,-7.900000,0.700000,-113.000000,-116.000000,-96.000000,-245.000000,-6.450000,-189.000000,-14.000000,-4.000000,0.000000,-28.000000,-0.740000,-30.000000,-3.000000,7.000000,4.000000,-105.000000,13.000000,-65.000000,1.000000,-1641.000000,-20.000000
2020-07-08,West Ham,0 - 1,Burnley,L,-5.000000,0.000000,5.000000,-15.000000,2.600000,8.000000,6.000000,-3.000000,1.000000,0.210000,0.160000,30.000000,33.000000,5.600000,0.780000,0.870000,0.010000,-0.020000,12.000000,0.310000,19.000000,12.000000,-0.031000,-8.000000,-21.100000,5.300000,55.000000,194.000000,236.000000,91.000000,2.390000,79.000000,14.000000,-8.000000,-6.000000,16.000000,0.420000,11.000000,3.000000,1.000000,-4.000000,130.000000,-79.000000,39.000000,6.000000,2134.000000,-7.000000
2020-07-08,Manchester City,5 - 0,Newcastle Utd,W,15.000000,-8.000000,-7.000000,37.000000,28.300000,62.000000,40.000000,-2.000000,1.000000,1.630000,1.060000,333.000000,119.000000,1.700000,8.760000,3.130000,0.030000,0.080000,-23.000000,-0.610000,-83.000000,-61.000000,-0.004000,6.000000,15.800000,13.800000,265.000000,1154.000000,1251.000000,633.000000,16.660000,522.000000,49.000000,32.000000,4.000000,107.000000,2.810000,76.000000,11.000000,6.000000,3.000000,-28.000000,-194.000000,-66.000000,8.000000,13006.000000,-121.000000
2020-07-08,Sheffield Utd,1 - 0,Wolves,W,-1.000000,-2.000000,3.000000,-5.000000,-5.200000,-13.000000,-9.000000,2.000000,0.000000,-0.340000,-0.230000,-100.000000,-33.000000,-0.400000,-2.630000,-0.870000,0.000000,0.000000,-1.000000,-0.020000,21.000000,23.000000,0.055000,0.000000,0.000000,-5.100000,-61.000000,-20.000000,951.000000,-154.000000,-4.060000,-75.000000,-36.000000,-4.000000,-13.000000,-28.000000,-0.740000,-6.000000,-3.000000,-2.000000,-5.000000,-31.000000,10.000000,-3.000000,11.000000,-1620.000000,-27.000000
2020-07-08,Brighton,1 - 3,Liverpool,L,-23.000000,11.000000,12.000000,-58.000000,-11.200000,-48.000000,-45.000000,21.000000,1.000000,-1.260000,-1.190000,-129.000000,-85.000000,-7.900000,-3.390000,-2.230000,-0.060000,-0.100000,21.000000,0.550000,57.000000,39.000000,-0.018000,-6.000000,-15.800000,-2.900000,-109.000000,-643.000000,-515.000000,-207.000000,-5.450000,-162.000000,-31.000000,-2.000000,-4.000000,-76.000000,-2.000000,-56.000000,-9.000000,-6.000000,-1.000000,34.000000,150.000000,53.000000,6.000000,-5200.000000,-3.000000
2020-07-09,Bournemouth,0 - 0,Tottenham,D,-7.000000,-4.000000,11.000000,-25.000000,-8.400000,-18.000000,-15.000000,-6.000000,0.000000,-0.470000,-0.400000,-55.000000,-39.000000,-5.100000,-1.440000,-1.030000,-0.030000,-0.050000,18.000000,0.470000,10.000000,-8.000000,-0.086000,-3.000000,-7.900000,-5.400000,-60.000000,-242.000000,-212.000000,-142.000000,-3.740000,-137.000000,-22.000000,-1.000000,-10.000000,-30.000000,-0.790000,-23.000000,-7.000000,-2.000000,-2.000000,-96.000000,43.000000,29.000000,3.000000,-3694.000000,111.000000
